company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
AI STORAGE SOLUTIONS LTD,14704758,Active,Private limited company,,,2023-03-03,,,52103,Lumaneri House Blythe Gate Blythe Valley Park Solihull B90 8AH United Kingdom
AI&I LTD,14754281,Active,Private limited company,,,2023-03-24,,,62020,Ai&I 86-90 Paul Street London EC2A 4NE England
SUBTELLIGENT AI LTD,15061973,Dissolved,Private limited company,,2024-02-06,2023-08-10,,,58290 62011 62012 62090,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AMELIA AI UK,BR025917,Open,UK establishment company,,,2023-01-01,,," ","43 Overstone Road London W6 0AD "
ONWARDS AI LTD,14951574,Dissolved,Private limited company,,2023-11-14,2023-06-21,,,62090 78300,Flat 15 Edward Heylyn House 15 Thomas Fyre Drive London E3 2ZL England
APOLLO AI TECHNOLOGIES LTD,14626241,Active,Private limited company,,,2023-01-30,,,64205,56 Halstead Grove Gatley Cheadle SK8 4HL England
ARBITRAGE AI LIMITED,14640131,Dissolved,Private limited company,,2024-04-30,2023-02-05,,,63110,16 Victoria Road Waterloo Liverpool L22 1RP England
MERLIN AI LTD,14650969,Dissolved,Private limited company,,2023-12-05,2023-02-09,,,58290 62012,20-22 Wenlock Road London N1 7GU England
CAUSECOMPANION AI LTD,14661884,Active,Private limited company,,,2023-02-14,,,62020 63110,167-169 Great Portland Street London W1W 5PF England
ANYDATA AI LTD,14676412,Dissolved,Private limited company,,2024-03-12,2023-02-20,,,62090,1401 3 Barking Wharf Square Barking IG11 7ZW England
LEARN WITH AI LIMITED,14827172,Active,Private limited company,,,2023-04-25,,,85600,5 Princes Avenue Woodford Green IG8 0LL England
CRAFT STUDIO AI LTD,14861643,Active,Private limited company,,,2023-05-11,,,73110 74100 74202,56 Falconer Road Bushey WD23 3AW England
EMOTIONISE AI,FC040643,Active,Overseas company,,,2023-05-24,,," ",156 Brightwater Crosshaven Cork Ireland
FASHION AI LTD,14759764,Active,Private limited company,,,2023-03-27,,,47710 62020,257 Dover House Road London SW15 5BZ England
APPLIED AI LTD,14765299,Active,Private limited company,,,2023-03-28,,,62012 62020,"Flat 2, 45 Regent's Park Road Flat 2 (Ground Floor) 45 Regents Park Road London NW1 7SY United Kingdom"
PRESS AI LIMITED,14785651,Active,Private limited company,,,2023-04-06,,,58290 62012,63 Corrie Road Cambridge CB1 3QQ England
KNIGHT AI LIMITED,14820563,Active,Private limited company,,,2023-04-22,,,62012,111 Claylands Road London SW8 1PL England
PUBLIC AI LTD,14821006,Active,Private limited company,,,2023-04-23,,,58290 73110 73120,123 Buckingham Palace Road London SW1W 9SH England
AI SAM LIMITED,14782637,Active,Private limited company,,,2023-04-05,,,74100,7 Banky Meadow Maidstone ME16 9JX England
AI CONSULT LTD,14792019,Dissolved,Private limited company,,2023-10-24,2023-04-11,,,62020,14 Pontefract Road Bromley BR1 4RA England
DIGITAL RESOURCES DATA & AI LAB LTD,14805251,Active,Private limited company,,,2023-04-15,,,62012 62020 63110 63990,128 City Road London EC1V 2NX United Kingdom
CD DESIGNS AI LTD,SC766184,Dissolved,Private limited company,,2023-07-18,2023-04-17,,,74909,10 Delhi Lane Glasgow G40 3HJ United Kingdom
DS AI LTD,14808904,Active,Private limited company,,,2023-04-17,,,62090,86-90 Paul Street London EC2A 4NE England
POLARE AI LIMITED,SC766239,Active,Private limited company,,,2023-04-17,,,62012,Highfield Stobo Peebles EH45 8NX United Kingdom
AXELERA AI UK,BR025605,Open,UK establishment company,,,2023-03-10,,," ","Quantum Technology Innovation Centre 1 Cathedral Square Bristol BS1 5DD "
AI SIGNS LTD,14815467,Dissolved,Private limited company,,2023-10-17,2023-04-19,,,18121 18129,453 Plodder Lane Bolton BL4 0JU England
3 MINDS AI LIMITED,14816459,Active,Private limited company,,,2023-04-20,,,70229,C/O Michael Omiros Ltd 48 Warwick Street London W1B 5AW England
ONCOLOGY AI LTD,SC756114,Dissolved,Private limited company,,2023-08-01,2023-01-21,,,58290,6 Beech Drive Killearn Glasgow G63 9SD Scotland
LIMITLESS AI LIMITED,14611337,Dissolved,Private limited company,,2023-10-03,2023-01-23,,,62020 62090,96 Peak Hill London SE26 4LQ England
SKIM AI LIMITED,15721840,Active,Private limited company,,,2024-05-15,,,62012,42 Stormont Road London N6 4NP England
ENDORSED AI LTD,14867217,Active,Private limited company,,,2023-05-14,,,62020,77-79 Station Road Chingford London E4 7BU England
PRECISIONSENSE AI LTD,14672249,Dissolved,Private limited company,,2024-05-21,2023-02-17,,,71122 72190,42 Calvestone Road Cawston Rugby CV22 7UQ England
INFORMED AI LTD,15720345,Active,Private limited company,,,2024-05-14,,,62012 62020,The Coach House Palace Road St Austell PL25 4BP England
AI YOUMEI LIMITED,15720443,Active,Private limited company,,,2024-05-14,,,99999,Chase Business Centre 39-41 Chase Side London N14 5BP United Kingdom
MARS AI TECHNOLOGY SOLUTIONS LIMITED,14863498,Active,Private limited company,,,2023-05-11,,,62012,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
RESONATE AI LIMITED,SC810712,Active,Private limited company,,,2024-05-16,,,71200,91 Spottiswoode Street Edinburgh EH9 1BZ Scotland
PROPERTY EDGE AI LTD,14833021,Active,Private limited company,,,2023-04-27,,,62020,112 Liverpool Road Widnes WA8 7JE England
UTILLI AI LIMITED,15263806,Active,Private limited company,,,2023-11-06,,,62090,"15263806 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
AI PATHOLOGY SERVICES LTD,15722289,Active,Private limited company,,,2024-05-15,,,86900,10a Castle Meadow Norwich NR1 3DE England
TYLO AI LIMITED,14734333,Active,Private limited company,,,2023-03-16,,,62090,7 Bell Yard London WC2A 2JR England
ONDA AI HOLDINGS LIMITED,15065574,Active,Private limited company,,,2023-08-11,,,64205,73 Cornhill London EC3V 3QQ United Kingdom
EVIDENTIA AI UK LIMITED,15176374,Active,Private limited company,,,2023-09-30,,,62012,Bartle House Bartle House 9 Oxford Court Manchester M2 3WQ United Kingdom
INTEGRAL AI LTD,15221048,Active,Private limited company,,,2023-10-19,,,58290 62012 62020 62090,14 Heron Court London SE28 8FB United Kingdom
AI VIDEO STUDIOS LTD,15575760,Active,Private limited company,,,2024-03-19,,,62011 62012,20 Wenlock Road London N1 7GU England
AUTOMATE AI GROUP LTD,15576452,Active,Private limited company,,,2024-03-19,,,62012,180 Staniforth Road Sheffield S9 3HF England
LABS AI LIMITED,15577974,Active,Private limited company,,,2024-03-19,,,62012 62020,128 City Road London EC1V 2NX England
INTELLEKT AI LTD,15584896,Active,Private limited company,,,2024-03-22,,,62012,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI DOCTORS UK LTD,15585949,Active,Private limited company,,,2024-03-22,,,62020,32 Friary Grove Eagle Farm South Milton Keynes MK17 7FG England
COMPLETE AI SOLUTIONS LTD,15587168,Active,Private limited company,,,2024-03-23,,,71129,7 Sheppard Street Wrecsam LL11 5FF United Kingdom
AI GEEKS LIMITED,15587628,Active,Private limited company,,,2024-03-23,,,62012 85590,128 City Road London EC1V 2NX United Kingdom
BRAINSTREAM AI DYNAMICS LTD,15588249,Active,Private limited company,,,2024-03-23,,,99999,85 Great Portland Street First Floor London W1W 7LT England
QUANTUMCRAFT AI VENTURES LTD,15588723,Active,Private limited company,,,2024-03-23,,,99999,85 Great Portland Street First Floor London W1W 7LT England
ZENCUT AI SOLUTIONS LIMITED,15588796,Active,Private limited company,,,2024-03-23,,,62012,88d Pinnacle Hill North Bexleyheath DA7 6AG United Kingdom
ELEFANT AI LTD,15590241,Active,Private limited company,,,2024-03-24,,,62090,Ingoldmells Woburn Hill Addlestone KT15 2QG England
TAMMY AI LTD,15592857,Active,Private limited company,,,2024-03-25,,,58290,21 Sumner Place London SW7 3EG England
LOGISTA AI LTD,15593268,Active,Private limited company,,,2024-03-25,,,62012,24 Clarks Mead Bushey WD23 4JZ England
WHITE AI LIMITED,15597185,Active,Private limited company,,,2024-03-27,,,47410,6 Grange Park Road Thornton Heath CR7 8QA England
AI HEALTHCARE REVOLUTION LTD,15597278,Active,Private limited company,,,2024-03-27,,,84120 86101 87200 96020,71-75 Shelton Street London WC2H 9JQ England
GOLDEN SPIRAL AI LIMITED,15600436,Active,Private limited company,,,2024-03-28,,,63110 71200,32 Byron Hill Road Harrow On The Hill HA2 0HY England
HDX AI LTD,15600460,Active,Private limited company,,,2024-03-28,,,62020,6-12 Tabard Street London SE1 4JU England
ROCK UNIVERSE AI LTD,15600568,Active,Private limited company,,,2024-03-28,,,58290,124-128 City Road London EC1V 2NX England
TB AI SOLUTIONS LTD,15600714,Active,Private limited company,,,2024-03-28,,,74909,42 Beech Grove Guildford GU2 7UX United Kingdom
AI BIG BUILDERS LTD,15601592,Active,Private limited company,,,2024-03-28,,,41201 43999,5 Stanley Road London N9 9AD England
META AI TECHNOLOGIES LTD,15605948,Active,Private limited company,,,2024-03-30,,,46510 62020 62090 80200,20 Wenlock Road London N1 7GU England
AI TECHNOLOGIES (UN) LIMITED,15608980,Active,Private limited company,,,2024-04-02,,,62011 62012 62020 62090,2 Axminster Road London N7 6BL England
AI IT SOLUTIONS LIMITED,15617067,Active,Private limited company,,,2024-04-04,,,62012 62020 71200,12 Askham Way Waverley Rotherham S60 8DG England
SOUQ AI LTD,15621684,Active,Private limited company,,,2024-04-06,,,47910,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI YIN COMMERCIAL PROPERTY LIMITED,15621868,Active,Private limited company,,,2024-04-06,,,68100 68209,3 Pattison Road London NW2 2HL England
JENDI AI LTD,15623802,Active,Private limited company,,,2024-04-07,,,62012 62090,20 Wenlock Road London N1 7GU England
CREWDOG AI LTD,SC806087,Active,Private limited company,,,2024-04-08,,,70229,38 Hilton Avenue Aberdeen AB24 4RE Scotland
AI SKILLS PARTNERSHIP LIMITED,15627863,Active,Private limited company,,,2024-04-08,,,62090,Barling Oaks East Sutton Maidstone ME17 3DX England
SOFTWARE VISION AI LIMITED,15629320,Active,Private limited company,,,2024-04-09,,,62012 62020 62090,"174 Stephendale Road, Flat 3 London SW6 2PN United Kingdom"
PARC AI LTD,15629522,Active,Private limited company,,,2024-04-09,,,62012,"1 Elmwood Court 1a Wetherby Road, Leeds, England, Leeds Leeds LS8 2JU United Kingdom"
AI CARAMBA! LIMITED,15372682,Active,Private limited company,,,2023-12-28,,,70229 71122 71200 74909,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
NOCTIS AI LTD,15375780,Active,Private limited company,,,2023-12-29,,,62011 62012 62020,65 London Wall London EC2M 5TU England
AI PORTAL LTD,15375856,Active,Private limited company,,,2023-12-29,,,62012,60 Denman Drive South London NW11 6RH England
TIPTOX AI LTD,15376511,Active,Private limited company,,,2023-12-29,,,59120,"15376511 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
DARTA AI LTD,15384348,Active,Private limited company,,,2024-01-03,,,90030,26 Albert Square Bowdon Altrincham WA14 2ND England
VINTER AI RECRUITMENT LTD,15387315,Active,Private limited company,,,2024-01-04,,,62012,74a High Street Wanstead London E11 2RJ United Kingdom
AI TECH ROBOT LTD,15387473,Active,Private limited company,,,2024-01-04,,,47910,102 Dorrington Close Luton LU3 1XR England
PARTNER PROGRAM AI LTD,15391763,Active,Private limited company,,,2024-01-06,,,62020,25 Manilla Road Bristol BS8 4EB England
DORA AI LTD,15394207,Active,Private limited company,,,2024-01-07,,,62011,8 Station Road Llanelli SA15 1AL Wales
ARYA-AI LTD,15396724,Active,Private limited company,,,2024-01-08,,,62012 62020,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI SEASONS TRADE LIMITED,15397753,Active,Private limited company,,,2024-01-08,,,47910,6 Arcot Road Birmingham B28 8LZ England
AI COMPUTER SYSTEMS LIMITED,15399265,Active,Private limited company,,,2024-01-09,,,62012,10 Exbury Lane Westcroft Milton Keynes MK4 4FE England
AI REN CAPITAL LIMITED,15399475,Active,Private limited company,,,2024-01-09,,,68100,2 Holmdene Avenue London SE24 9LF United Kingdom
AI RECRUITMENT LIMITED,15400353,Active,Private limited company,,,2024-01-09,,,78109,1a High Haden Road Glatton Huntingdon PE28 5RU England
CAREER CATALYST AI LIMITED,15401878,Active,Private limited company,,,2024-01-10,,,63990 74909 96090,10 Rathbone Place London W1T 1HP England
AI CLEARANCE LTD,15402753,Active,Private limited company,,,2024-01-10,,,46900,182 Leicester Street Wolverhampton WV6 0PP England
AI LEGAL RECRUITMENT LIMITED,15404325,Active,Private limited company,,,2024-01-10,,,78300,C/O Michael Leong And Company 43 Overstone Road London W6 0AD England
AI ACCOUNTANCY LTD,15408382,Active,Private limited company,,,2024-01-12,,,69201,Shms House 20 Little Park Farm Road Fareham PO15 5TD England
LAWTOMATIONS AI LTD,15424132,Active,Private limited company,,,2024-01-18,,,70229 96090,2 Frederick Street Kings Cross London WC1X 0ND United Kingdom
ACF AI LIFE LTD,15425119,Active,Private limited company,,,2024-01-18,,,46410 46420 46450 46760,"Unit 1804 South Bank Tower, 55 Upper Ground, London SE1 9EY United Kingdom"
SUSTAINABILITY AI LTD,15427339,Active,Private limited company,,,2024-01-19,,,70229 74901,26 Birchwood Close Corsley Warminster BA12 7PN England
DATA & AI SOLUTIONS LTD,15427567,Active,Private limited company,,,2024-01-19,,,62020,9 Greenwich Close Rochdale OL11 5JN England
AI FAMILY LTD,15427735,Active,Private limited company,,,2024-01-19,,,62090 85590 90030,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI UK ACCOUNTANTS LIMITED,15429289,Active,Private limited company,,,2024-01-21,,,69201 69202 69203,Flat 2 11 Southfield Park Harrow HA2 6HF England
WHY-AI LTD,15429409,Active,Private limited company,,,2024-01-21,,,62020,14 Withypitts East Turners Hill Crawley RH10 4PL England
QUANT-AI LTD,SC806835,Active,Private limited company,,,2024-04-12,,,71200 72190,126 Raploch Street Larkhall ML9 1AL Scotland
SECOND ORDER AI LTD,15642956,Active,Private limited company,,,2024-04-13,,,62012 62020 63110 63990,Apartment 7 3 Gaumont Place London SW2 4FZ England
VERGIL AI LIMITED,15643226,Active,Private limited company,,,2024-04-13,,,58290 62011 71122 85600,167-169 167-169 Great Portland Street 5th Floor London W1W 5PF United Kingdom
TAIL AI LTD,15645244,Active,Private limited company,,,2024-04-14,,,58290 62012,Society Barn The Street Assington Sudbury CO10 5LW England
RECCY AI LIMITED,15647429,Active,Private limited company,,,2024-04-15,,,58290 62012,The Old Post Office Shortheath Lane Sulhamstead Reading RG7 4EQ United Kingdom
REALSYNC AI LTD,15647435,Active,Private limited company,,,2024-04-15,,,62020,3 Orchard Terrace Bath BA2 1DU England
FOXY AI CHAT LTD,15648034,Active,Private limited company,,,2024-04-15,,,62011 62012 62020 62030,D45 40 Ram St London SW18 1UR England
AI APPLIED LTD,SC806963,Active,Private limited company,,,2024-04-15,,,62090,5 Dalnair Place Milngavie Glasgow G62 7RD Scotland
AI ME TECH LTD,15654823,Active,Private limited company,,,2024-04-17,,,62090,83 Costons Avenue Greenford UB6 8RN England
FLEDGLING AI LTD,SC807456,Active,Private limited company,,,2024-04-18,,,63120,1 Ladywell Road Kintore Inverurie AB51 0UG Scotland
AI TECHNOLOGY SOLUTIONS EUROPE LIMITED,15662517,Active,Private limited company,,,2024-04-20,,,26200 46510,49 Oakwood Avenue Beckenham BR3 6PT England
CAULDRON AI LABS LTD,15663439,Active,Private limited company,,,2024-04-20,,,63110,71-75 Shelton Street Covent Garden London WC2H 9JQ England
SWARYARTH AI SOLUTIONS LIMITED,15664556,Active,Private limited company,,,2024-04-20,,,62020 62090,22 Welbeck Road Maidenhead SL6 4EB England
NODEWEB AI LTD,15665816,Active,Private limited company,,,2024-04-22,,,62012,"C/O Leaman Mattei Suite 1, First Floor, 1 Duchess Street, London, England London W1W 6AN United Kingdom"
INTIM AI LIMITED,15668278,Active,Private limited company,,,2024-04-22,,,62011 63990,Unit 1804 South Bank Tower 55 Upper Ground London SE1 9EY United Kingdom
WISE&AI LTD,15670718,Active,Private limited company,,,2024-04-23,,,62090 71121,25 Cabot Square Wise&Ai Ltd. 11th Floor (Jltc Co.) London E14 4QA United Kingdom
GASTON AI LIMITED,15673162,Active,Private limited company,,,2024-04-23,,,62012,1 Wright Close Bushey WD23 2FH England
STRONGROOM AI,FC041505,Active,Overseas company,,,2024-02-01,,," ",58 The Boulevard Malvern Melbourne Australia
CYMBAL AI LTD,15680372,Active,Private limited company,,,2024-04-25,,,62012,18 Shackleton Close Shortstown Bedford MK42 0FH England
LUMINOSITY AI LIMITED,15695990,Active,Private limited company,,,2024-04-30,,,58290,Unit 29 Highcroft Industrial Estate Enterprise Road Horndean Waterlooville PO8 0BT United Kingdom
HERETHICAL AI LTD,15696040,Active,Private limited company,,,2024-04-30,,,72190 72200,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
CHIMERA AI LTD,SC809098,Active,Private limited company,,,2024-04-30,,,70229,First Floor 4 Earls Court Earls Gate Business Park Grangemouth FK3 8ZE United Kingdom
LEVERAGE FLO AI LTD,15698281,Active,Private limited company,,,2024-05-01,,,70229,10 Harlow Gardens Kingston Upon Thames KT1 3FF England
AI-GUIDEPOST LTD,15699200,Active,Private limited company,,,2024-05-01,,,47410,66 Coolfin Road London E16 3BE United Kingdom
AI-CONNECT SOLUTIONS LTD,14878622,Active,Private limited company,,,2023-05-18,,,62020,Office 39 Derwentside Business Centre Consett Business Park Consett DH8 6BP England
QDEX AI LTD,15729147,Active,Private limited company,,,2024-05-19,,,62020,6-12 Tabard Street Tabard Works - First Floor London SE1 4JU England
TIAMAT-AI LIMITED,15635082,Active,Private limited company,,,2024-04-10,,,63110,37 Bolton Drive Shinfield Reading RG2 9RD England
AI SO HOT LTD,15637025,Active,Private limited company,,,2024-04-11,,,62012 62020 62090 74100,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
BOWNESS AI LIMITED,15639271,Active,Private limited company,,,2024-04-12,,,71122,10 Smith Barry Road Upper Rissington GL54 2QT United Kingdom
BRAHMA AI LIMITED,15639516,Active,Private limited company,,,2024-04-12,,,62012,160 Great Portland Street London W1W 5QA United Kingdom
XAYNE AI LTD,15639580,Active,Private limited company,,,2024-04-12,,,62012,60 Covington Way London SW16 3SQ England
